filename,conn,fullSent
P1A-099_Dresses,And ,"Well I got it off Pauline, and she bought it for herself, and then I bought it off her And she 's you know the way real tall"
P1A-099_Dresses,If ,Okay would she wear what kind of heels would she wear If I wore four inches would it work
P1A-099_Dresses,but ,Yeah it 's nice enough like It 's long like you know what I mean It 's like a I think it 's not meant to be that long but on me it 's like a long skirt
P1A-099_Dresses,but ,Uhm but I don't know what to wear with it
P1A-099_Dresses,cos ,No you wouldn't wear black with it cos it 's too it 's too light
P1A-099_Dresses,and ,"Well Rosemary and I went in for a look and uhm I found a lovely red dress And I was like delighted with it and everything And I brought mum up to see it, and she totally ditched it"
P1A-099_Dresses,And ,"Well Rosemary and I went in for a look and uhm I found a lovely red dress And I was like delighted with it and everything And I brought mum up to see it, and she totally ditched it"
P1A-099_Dresses,And ,"Well Rosemary and I went in for a look and uhm I found a lovely red dress And I was like delighted with it and everything And I brought mum up to see it, and she totally ditched it"
P1A-099_Dresses,and ,"Well Rosemary and I went in for a look and uhm I found a lovely red dress And I was like delighted with it and everything And I brought mum up to see it, and she totally ditched it"
P1A-099_Dresses,cos ,I was really excited cos I had the dress and then I just
P1A-099_Dresses,then ,I was really excited cos I had the dress and then I just
P1A-099_Dresses,then ,And then if we can get Declan Neill and them to come on it 'd be grand
P1A-099_Dresses,if ,Uhm no it 's not it 's uhm Charles as well and that I think that 's including Fintan if we can get him to come but we probably won't be able to
P1A-099_Dresses,but ,Uhm no it 's not it 's uhm Charles as well and that I think that 's including Fintan if we can get him to come but we probably won't be able to
P1A-099_Dresses,but ,It 's really bad I feel bad saying to him oh we got all of ours but we didn't get yours
P1A-099_Dresses,And ,Uhm I don't even have Martin 's number now And apparently he 's turned off his phone because people keep ringing him
P1A-099_Dresses,because ,Uhm I don't even have Martin 's number now And apparently he 's turned off his phone because people keep ringing him
P1A-099_Dresses,if ,"I 'd say like if you knew one of the guys who were collecting the tickets, give them the sixty quid, sure they 'd let him in"
P1A-099_Dresses,And ,And besides I don't want to ring Martin That was the last resort
P1A-099_Dresses,besides ,And besides I don't want to ring Martin That was the last resort
P1A-099_Dresses,because ,Uh I think so yeah Well we we don't know what to do because we 're invited to Sarah 's as well on the same night
P1A-099_Dresses,and ,"And uhm, and we we 're just a bit torn between the two of them"
P1A-099_Dresses,but ,Like we really want to go but I 'm just saying we 're just a bit torn between the other one
P1A-099_Dresses,but ,Well we could but then we were thinking she might think it was a bit bad We 'd be friendlier with her
P1A-099_Dresses,then ,Well we could but then we were thinking she might think it was a bit bad We 'd be friendlier with her
P1A-099_Dresses,but ,I 'd say we 'll end up in Declan 's I mean like that was our immediate thing but we feel a bit bad so we 'll just have to see What are you saying yeah Are you going to come to the Ball
P1A-099_Dresses,so ,I 'd say we 'll end up in Declan 's I mean like that was our immediate thing but we feel a bit bad so we 'll just have to see What are you saying yeah Are you going to come to the Ball
P1A-099_Dresses,if ,"No I can't, not if I 'm going to Declan 's as well"
P1A-099_Dresses,if ,"Ah not if you 're going to Declan 's as well, which is like only in like ten weeks or something"
P1A-099_Dresses,right ,Fintan rang me actually right after uhm I put down the phone to you Remember that night
P1A-099_Dresses,after ,Fintan rang me actually right after uhm I put down the phone to you Remember that night
P1A-099_Dresses,And ,"He was like, you have to come You have to come And I was like, no I can't"
P1A-099_Dresses,and ,Yeah yeah Yeah He called in and I was like make sure you ring Hilary
P1A-099_Dresses,And ,He was like you persuade her And I was like I can't 2 sylls
P1A-100_College_plans,and ,"My plan is to become popular by uhm being really good at cooking and making them all dependent on me, kind of like a drug dealer, and then they 'll need me so I 'll be friends with them"
P1A-100_College_plans,then ,"My plan is to become popular by uhm being really good at cooking and making them all dependent on me, kind of like a drug dealer, and then they 'll need me so I 'll be friends with them"
P1A-100_College_plans,so ,"My plan is to become popular by uhm being really good at cooking and making them all dependent on me, kind of like a drug dealer, and then they 'll need me so I 'll be friends with them"
P1A-100_College_plans,and ,"Uh it 's fairly good, it 's better than a lot of places Uhm you 'd share, everybody has their own room and you have the room for three years which most places only give it to you for one or two years"
P1A-100_College_plans,because ,"Yeah And you only have to pay rent for the weeks of term which is loads better than getting a flat, because for that you 'd have to pay for the whole year"
P1A-100_College_plans,but ,"I remember places where I went to over in Liverpool I remember it was, you shared as well but there was maximum of six I think"
P1A-100_College_plans,and ,"Uh so it 's, like they, you sort of have like a bedroom and it 's okay and there 's a room, like a sort of a bigger dining room where you can have people over and stuff so"
P1A-100_College_plans,and ,"Uh so it 's, like they, you sort of have like a bedroom and it 's okay and there 's a room, like a sort of a bigger dining room where you can have people over and stuff so"
P1A-100_College_plans,and ,"It looks pretty good and you can kind of, it 's handy like you can choose between cooking for yourself and going down to the canteen and in a lot of other places you have to decide at the start of term which you want to do and you 're stuck with that for the rest of the term"
P1A-100_College_plans,and ,"It looks pretty good and you can kind of, it 's handy like you can choose between cooking for yourself and going down to the canteen and in a lot of other places you have to decide at the start of term which you want to do and you 're stuck with that for the rest of the term"
