filename,Offset-raw,arg1,arg2
P1B-042_Sunday_Sequence_1,and,And we 've got to come alongside them and try to help them,"that 's why I 'm very happy that in this year I will have the opportunity to work with the other Churches and to work closely with them, in for there are many areas that we can share together"
P1B-042_Sunday_Sequence_1,and,And we 've got to come alongside them and try to help them,"that 's why I 'm very happy that in this year I will have the opportunity to work with the other Churches and to work closely with them, in for there are many areas that we can share together"
P1B-042_Sunday_Sequence_1,and,And we 've got to come alongside them and try to help them,"that 's why I 'm very happy that in this year I will have the opportunity to work with the other Churches and to work closely with them, in for there are many areas that we can share together"
P1B-042_Sunday_Sequence_1,and,in the case of the rich sin 's still sin,"there 's still rich, uh"
P1B-042_Sunday_Sequence_1,and,in the case of the rich sin 's still sin,"there 's still rich, uh"
P1B-042_Sunday_Sequence_1,and,It 's just part and parcel of living They get to know that there is required of them co-operation and concern and they live together in a family bunch,"Also they see different things happening on a farm animals being born and so forth and they get a interest into and a and a an insight into, uh, sex to be quite blunt, through just living on the farm and seeing the animals and so forth being born there 's a wholesomeness of attitude to nature and to sex and to all that sort of thing and the family unit And very very often in the country you still find uh the vestiges of family worship and family discipline, and indeed family fun They go off for the day together as a family And of course in the old country churches the family pew and family grace before meals comes in There 's a lot to be said for being brought up in the country There 's a solidity and a depth of of uh goodwill that 's found there that I don't think the town dweller and the city dweller particularly uh have the benefit of"
P1B-042_Sunday_Sequence_1,and,It 's just part and parcel of living They get to know that there is required of them co-operation and concern and they live together in a family bunch,"Also they see different things happening on a farm animals being born and so forth and they get a interest into and a and a an insight into, uh, sex to be quite blunt, through just living on the farm and seeing the animals and so forth being born there 's a wholesomeness of attitude to nature and to sex and to all that sort of thing and the family unit And very very often in the country you still find uh the vestiges of family worship and family discipline, and indeed family fun They go off for the day together as a family And of course in the old country churches the family pew and family grace before meals comes in There 's a lot to be said for being brought up in the country There 's a solidity and a depth of of uh goodwill that 's found there that I don't think the town dweller and the city dweller particularly uh have the benefit of"
P1B-042_Sunday_Sequence_1,and,It 's just part and parcel of living They get to know that there is required of them co-operation and concern and they live together in a family bunch,"Also they see different things happening on a farm animals being born and so forth and they get a interest into and a and a an insight into, uh, sex to be quite blunt, through just living on the farm and seeing the animals and so forth being born there 's a wholesomeness of attitude to nature and to sex and to all that sort of thing and the family unit And very very often in the country you still find uh the vestiges of family worship and family discipline, and indeed family fun They go off for the day together as a family And of course in the old country churches the family pew and family grace before meals comes in There 's a lot to be said for being brought up in the country There 's a solidity and a depth of of uh goodwill that 's found there that I don't think the town dweller and the city dweller particularly uh have the benefit of"
P1B-042_Sunday_Sequence_1,and,It 's just part and parcel of living They get to know that there is required of them co-operation and concern and they live together in a family bunch,"Also they see different things happening on a farm animals being born and so forth and they get a interest into and a and a an insight into, uh, sex to be quite blunt, through just living on the farm and seeing the animals and so forth being born there 's a wholesomeness of attitude to nature and to sex and to all that sort of thing and the family unit And very very often in the country you still find uh the vestiges of family worship and family discipline, and indeed family fun They go off for the day together as a family And of course in the old country churches the family pew and family grace before meals comes in There 's a lot to be said for being brought up in the country There 's a solidity and a depth of of uh goodwill that 's found there that I don't think the town dweller and the city dweller particularly uh have the benefit of"
P1B-042_Sunday_Sequence_1,and,It 's just part and parcel of living They get to know that there is required of them co-operation and concern and they live together in a family bunch,"Also they see different things happening on a farm animals being born and so forth and they get a interest into and a and a an insight into, uh, sex to be quite blunt, through just living on the farm and seeing the animals and so forth being born there 's a wholesomeness of attitude to nature and to sex and to all that sort of thing and the family unit And very very often in the country you still find uh the vestiges of family worship and family discipline, and indeed family fun They go off for the day together as a family And of course in the old country churches the family pew and family grace before meals comes in There 's a lot to be said for being brought up in the country There 's a solidity and a depth of of uh goodwill that 's found there that I don't think the town dweller and the city dweller particularly uh have the benefit of"
P1B-042_Sunday_Sequence_1,and,The new Moderator of the Presbyterian Church in Ireland Dr Andrew Rodgers,there 'll be more from the General Assembly later in the programme
P1B-042_Sunday_Sequence_1,and,"The result of over five hundred and fifty submissions from various church and secular groups, whose main concern was to find a solution to the Troubles in Northern Ireland From the start of its deliberation the Opsahl Commission had a difficult task MP Ken Maginnis dismissed it The Northern Catholic Bishops failed to make a contribution",some Republican community activists were suspicious of making a submission for fear of being politically vetted Apart from the SDLP who preferred to study the documents before giving a considered opinion
